UserID,interaction_count,average_rating,rating_std,activity_span_days,recency_days,active_days,interactions_per_active_day,weekend_interaction_ratio,unique_genre_count,genre_prop_action,genre_prop_adventure,genre_prop_animation,genre_prop_childrens,genre_prop_comedy,genre_prop_crime,genre_prop_documentary,genre_prop_drama,genre_prop_fantasy,genre_prop_film_noir,genre_prop_horror,genre_prop_musical,genre_prop_mystery,genre_prop_romance,genre_prop_sci_fi,genre_prop_thriller,genre_prop_war,genre_prop_western
1479,29,4.103448275862069,1.0469284184224308,0.02,829.87,1,29.0,0.0,9,0.0323,0.0,0.0,0.0,0.1452,0.0161,0.0,0.3065,0.0,0.0,0.0,0.0484,0.0161,0.3065,0.0,0.0645,0.0645,0.0
1480,43,3.395348837209302,1.0721481526027865,0.01,829.86,1,43.0,0.0,15,0.0909,0.026,0.0,0.013,0.1948,0.039,0.0,0.2857,0.013,0.0,0.013,0.013,0.013,0.039,0.0649,0.1429,0.039,0.013
1481,100,4.38,0.6931118527366564,1.02,828.88,2,50.0,0.0,18,0.0535,0.0535,0.1564,0.1276,0.1276,0.0206,0.0082,0.1481,0.0123,0.0123,0.0041,0.07,0.0041,0.0658,0.0453,0.0412,0.0329,0.0165
1482,61,3.2295081967213113,1.1603654973462862,5.24,824.65,2,30.5,0.9344,16,0.1017,0.0508,0.0424,0.0424,0.1525,0.0339,0.0,0.1949,0.0085,0.0169,0.0339,0.0,0.0508,0.0508,0.0593,0.1356,0.0169,0.0085
1483,258,3.0968992248062017,1.3560320912892883,59.76,770.14,6,43.0,0.0,17,0.1885,0.109,0.0234,0.0249,0.0826,0.0498,0.0,0.109,0.0374,0.0171,0.0467,0.0093,0.0156,0.0436,0.1199,0.0872,0.0312,0.0047
1484,314,3.6146496815286624,0.9893564750444395,268.03,561.87,5,62.8,0.0,18,0.0952,0.0351,0.0217,0.0184,0.1803,0.0534,0.0167,0.2538,0.0067,0.0083,0.0134,0.0117,0.0184,0.0634,0.0668,0.0885,0.0401,0.0083
1485,23,3.9130434782608696,1.1246431142310664,0.01,829.89,1,23.0,0.0,12,0.0769,0.0769,0.0,0.0192,0.2885,0.0577,0.0,0.1923,0.0,0.0192,0.0385,0.0,0.0192,0.0385,0.0577,0.1154,0.0,0.0
1486,48,3.5833333333333335,0.8208281581721151,0.11,829.79,1,48.0,0.0,13,0.1596,0.0638,0.0426,0.0319,0.1383,0.0,0.0,0.1489,0.0,0.0,0.0426,0.0106,0.0319,0.0532,0.117,0.1489,0.0106,0.0
1487,41,3.2195121951219514,1.2147467868233122,0.01,829.89,1,41.0,0.0,13,0.0769,0.0513,0.0,0.0128,0.1538,0.0128,0.0,0.1795,0.0,0.0,0.0385,0.1667,0.0128,0.0769,0.0385,0.1538,0.0256,0.0
1488,21,4.095238095238095,1.1359912809859902,0.05,829.86,1,21.0,0.0,11,0.2456,0.0702,0.0,0.0,0.0351,0.0702,0.0,0.193,0.0351,0.0,0.0175,0.0,0.0,0.0351,0.1228,0.0877,0.0877,0.0
1489,489,2.443762781186094,1.241944103704621,4.32,825.59,2,244.5,0.4969,18,0.0887,0.0544,0.0282,0.0444,0.1986,0.0373,0.006,0.1754,0.0121,0.0101,0.0262,0.0413,0.0222,0.0877,0.0585,0.0847,0.0171,0.0071
1490,180,4.1,0.7098666174184695,0.25,829.66,2,90.0,0.0,14,0.3348,0.0854,0.0,0.0,0.0584,0.0427,0.0,0.0989,0.0045,0.0,0.0157,0.0022,0.009,0.0315,0.0787,0.1146,0.0494,0.0742
1491,253,3.2490118577075098,1.1114702349555614,678.25,151.67,21,12.05,0.17,18,0.0801,0.0308,0.0226,0.0287,0.2259,0.037,0.0103,0.2485,0.0062,0.0021,0.0164,0.0287,0.0164,0.0965,0.037,0.0698,0.0349,0.0082
1492,107,3.2149532710280373,1.5481458013779272,0.27,829.65,2,53.5,0.0,17,0.1826,0.0539,0.0332,0.0332,0.1867,0.0332,0.0083,0.1162,0.0166,0.0041,0.0041,0.0083,0.0083,0.0415,0.1328,0.1037,0.0332,0.0
1493,20,3.75,1.118033988749895,0.01,829.92,1,20.0,0.0,11,0.0455,0.0227,0.0682,0.1136,0.3864,0.0455,0.0,0.1136,0.0,0.0,0.0,0.0,0.0,0.1136,0.0227,0.0227,0.0455,0.0
1494,98,3.795918367346939,1.275940596437994,0.03,829.89,1,98.0,0.0,18,0.0763,0.0805,0.0424,0.089,0.1568,0.0254,0.0127,0.1017,0.0805,0.0042,0.0763,0.0847,0.0085,0.0339,0.0636,0.0339,0.0254,0.0042
1495,182,2.620879120879121,1.2367321477171254,0.18,829.74,2,91.0,0.0,18,0.0693,0.0882,0.1408,0.208,0.1261,0.0105,0.0021,0.063,0.0378,0.0063,0.0021,0.0525,0.0084,0.0189,0.105,0.0462,0.0126,0.0021
1496,597,2.85929648241206,1.0018279471926288,0.11,829.82,1,597.0,0.0,17,0.1437,0.0819,0.0233,0.0353,0.2111,0.0241,0.0,0.0441,0.0225,0.0024,0.1429,0.0136,0.0096,0.0337,0.1156,0.0762,0.0136,0.0064
1497,199,3.864321608040201,0.8857362497531045,0.02,829.91,1,199.0,0.0,16,0.3103,0.0964,0.0,0.0021,0.0818,0.0482,0.0,0.0818,0.0084,0.0021,0.0587,0.0084,0.0063,0.0377,0.1048,0.109,0.0335,0.0105
1498,116,3.8275862068965516,0.8264735148597427,5.04,824.88,3,38.67,0.0345,16,0.1598,0.0697,0.0205,0.0,0.0902,0.0492,0.0082,0.2131,0.0041,0.0164,0.0205,0.0,0.0123,0.0574,0.082,0.1148,0.0697,0.0123
1499,130,3.9384615384615387,1.0324490801780035,18.94,810.99,4,32.5,0.0308,17,0.2342,0.0918,0.0063,0.0348,0.1139,0.0253,0.0,0.0728,0.019,0.0032,0.0095,0.0032,0.0158,0.0348,0.1297,0.1741,0.0253,0.0063
1500,115,3.9043478260869566,1.1158657487277888,742.85,87.09,9,12.78,0.1043,15,0.0591,0.0296,0.0246,0.0197,0.3842,0.0345,0.0,0.1823,0.0197,0.0049,0.0148,0.0148,0.0148,0.0739,0.0493,0.0739,0.0,0.0
1501,542,3.726937269372694,0.8931726208428094,248.8,581.13,7,77.43,0.0,17,0.1026,0.1009,0.0479,0.1085,0.2598,0.0085,0.0,0.0846,0.0308,0.0009,0.0085,0.0342,0.0043,0.0726,0.0632,0.0359,0.0231,0.0137
1502,273,3.399267399267399,1.149616069991114,119.99,709.94,4,68.25,0.6593,16,0.172,0.0776,0.0185,0.0506,0.1821,0.027,0.0,0.113,0.0236,0.0,0.032,0.0101,0.0169,0.0438,0.0826,0.118,0.0253,0.0067
1503,272,3.5073529411764706,0.7873194612185439,16.24,813.69,5,54.4,0.0037,18,0.1357,0.0609,0.0104,0.0157,0.127,0.0383,0.0017,0.1809,0.0209,0.0122,0.0435,0.0087,0.0226,0.0661,0.0817,0.0991,0.0539,0.0209
1504,42,3.642857142857143,0.9581849857407259,0.01,829.93,1,42.0,0.0,11,0.2844,0.1101,0.0,0.0,0.1376,0.055,0.0,0.0642,0.0092,0.0,0.0275,0.0,0.0,0.0367,0.1284,0.1193,0.0275,0.0
1505,318,3.738993710691824,0.9520631390724611,407.84,419.74,7,45.43,0.9497,18,0.0479,0.036,0.0051,0.0086,0.2517,0.024,0.0188,0.2637,0.0154,0.0103,0.0171,0.0171,0.0257,0.0959,0.0514,0.0462,0.0479,0.0171
1506,105,3.8095238095238093,0.9208611990877604,19.59,810.35,2,52.5,0.4762,18,0.12,0.096,0.052,0.064,0.14,0.012,0.004,0.156,0.02,0.012,0.008,0.064,0.004,0.064,0.084,0.028,0.06,0.012
1507,108,4.185185185185185,0.8105397780128295,0.01,829.93,1,108.0,0.0,16,0.0591,0.0422,0.1013,0.0886,0.2616,0.0169,0.0,0.097,0.0,0.0084,0.0338,0.0844,0.0084,0.0591,0.0591,0.0422,0.0295,0.0084
1508,29,3.310344827586207,1.3390681268239726,0.01,829.93,1,29.0,0.0,12,0.2581,0.0645,0.0,0.0323,0.0484,0.0645,0.0,0.1935,0.0161,0.0,0.0161,0.0,0.0,0.0645,0.0806,0.129,0.0323,0.0
1509,297,2.983164983164983,1.0731927374626855,59.0,770.95,6,49.5,0.0,17,0.1457,0.0678,0.0303,0.039,0.1385,0.0303,0.0,0.0707,0.0144,0.0043,0.0519,0.0144,0.026,0.0289,0.1342,0.176,0.0245,0.0029
1510,33,3.606060606060606,1.248483929096455,0.02,829.92,1,33.0,0.0,14,0.1013,0.0633,0.0,0.0127,0.1646,0.0127,0.0,0.1392,0.0,0.0,0.1139,0.0127,0.0253,0.0886,0.1013,0.0886,0.0633,0.0127
1511,91,4.087912087912088,0.7695359589945048,16.1,813.85,3,30.33,0.0,18,0.1324,0.0913,0.0183,0.0228,0.0776,0.0228,0.0046,0.1689,0.0137,0.0228,0.0137,0.0502,0.0639,0.0548,0.0502,0.0822,0.105,0.0046
1512,34,3.235294117647059,1.1562432251572008,0.01,829.94,1,34.0,0.0,13,0.137,0.0822,0.0,0.0137,0.2603,0.0137,0.0137,0.137,0.0274,0.0,0.0822,0.0137,0.0,0.0,0.0959,0.0959,0.0274,0.0
1513,143,4.055944055944056,0.7098524323558111,0.04,829.91,1,143.0,0.0,17,0.0873,0.0693,0.006,0.0181,0.0693,0.0151,0.0,0.1687,0.006,0.0331,0.0422,0.0211,0.0723,0.0873,0.0572,0.1235,0.0994,0.0241
1514,127,3.763779527559055,1.1646696712242561,0.14,829.82,1,127.0,0.0,18,0.1221,0.0534,0.0076,0.0076,0.2023,0.0382,0.0115,0.1794,0.0191,0.0153,0.0267,0.0076,0.0115,0.0382,0.1221,0.0916,0.0382,0.0076
1515,24,3.75,0.9890707100936805,1.39,828.57,2,12.0,0.0,13,0.1404,0.1228,0.0175,0.0526,0.1754,0.0,0.0,0.193,0.0175,0.0,0.0175,0.0702,0.0,0.0175,0.0877,0.0175,0.0702,0.0
1516,292,3.1164383561643834,1.4383566127104472,346.09,483.87,3,97.33,0.0,18,0.1488,0.045,0.019,0.0138,0.2958,0.0433,0.0017,0.1125,0.0069,0.0017,0.0225,0.0121,0.0121,0.0813,0.0588,0.0934,0.0225,0.0087
1517,64,3.609375,1.0633458351257907,0.02,829.95,1,64.0,0.0,15,0.0588,0.0098,0.0196,0.0196,0.1765,0.0784,0.0784,0.3235,0.0,0.0,0.0,0.0196,0.0196,0.0294,0.0294,0.1078,0.0196,0.0098
1518,25,4.48,0.5859465277082315,0.0,829.96,1,25.0,0.0,12,0.1765,0.0882,0.0,0.0147,0.0441,0.0,0.0,0.0735,0.0441,0.0147,0.0294,0.0,0.0,0.0735,0.2941,0.0882,0.0588,0.0
1519,87,3.528735632183908,1.301511468914348,293.4,536.57,6,14.5,0.0,16,0.0838,0.0539,0.0,0.012,0.1976,0.0419,0.012,0.1856,0.006,0.024,0.0659,0.024,0.018,0.0359,0.0958,0.1138,0.0299,0.0
1520,23,4.0,1.2060453783110543,0.01,829.96,1,23.0,0.0,12,0.2034,0.1017,0.0,0.0,0.0847,0.0339,0.0,0.1864,0.0,0.0,0.0508,0.0,0.0169,0.0508,0.1017,0.1017,0.0508,0.0169
1521,72,3.263888888888889,1.2332603708909224,0.01,829.96,1,72.0,0.0,13,0.0724,0.0066,0.0,0.0,0.0855,0.1053,0.0,0.2566,0.0066,0.0132,0.0132,0.0,0.1513,0.0395,0.0263,0.2105,0.0132,0.0
1522,78,3.641025641025641,0.8524122984839708,0.01,829.96,1,78.0,0.0,16,0.1682,0.1168,0.0093,0.0187,0.0374,0.0234,0.0,0.0701,0.0421,0.0093,0.028,0.0,0.0047,0.014,0.3364,0.0888,0.028,0.0047
1523,92,3.717391304347826,0.9870155588085471,0.01,829.96,1,92.0,0.0,14,0.2222,0.0531,0.0,0.0097,0.2319,0.0435,0.0,0.1401,0.0145,0.0,0.0193,0.0193,0.0,0.0338,0.0676,0.0628,0.0628,0.0193
1524,253,3.7351778656126484,1.2774865529004436,815.92,14.05,36,7.03,0.3715,18,0.1068,0.0771,0.0473,0.0718,0.1366,0.0315,0.0053,0.1173,0.0245,0.007,0.0595,0.0333,0.0175,0.0876,0.0578,0.0876,0.0263,0.0053
1525,101,3.6633663366336635,0.7781674334328349,0.02,829.96,1,101.0,0.0,17,0.0097,0.0097,0.058,0.0531,0.2512,0.0483,0.0676,0.1256,0.0048,0.0386,0.0097,0.1546,0.0193,0.0821,0.0145,0.0338,0.0193,0.0
1526,32,4.15625,0.7666169923131275,4.38,825.6,2,16.0,0.0312,11,0.0149,0.0299,0.0,0.0149,0.209,0.0,0.0,0.3134,0.0149,0.0,0.0,0.0448,0.0,0.2537,0.0149,0.0,0.0746,0.0149
1527,104,3.1538461538461537,1.0682462787315938,11.01,818.96,3,34.67,0.0,15,0.1243,0.0378,0.0,0.0,0.1351,0.0486,0.0216,0.2811,0.0054,0.027,0.0216,0.0,0.027,0.0486,0.0649,0.0973,0.0486,0.0108
1528,69,4.086956521739131,1.0535532376450794,0.02,829.96,1,69.0,0.0,17,0.1223,0.0719,0.0216,0.0216,0.1799,0.0072,0.0,0.1511,0.0144,0.0072,0.1151,0.0072,0.0072,0.0647,0.0719,0.1007,0.0288,0.0072
1529,30,3.7666666666666666,1.0726484571581119,0.01,829.97,1,30.0,0.0,14,0.2247,0.2921,0.0,0.0449,0.0787,0.0112,0.0,0.0449,0.0337,0.0,0.0112,0.0,0.0225,0.0337,0.0787,0.0899,0.0112,0.0225
1530,404,3.8514851485148514,0.7766587290545335,429.15,400.83,6,67.33,0.0,18,0.1151,0.0685,0.0135,0.022,0.2118,0.0392,0.0086,0.1652,0.0184,0.011,0.033,0.0147,0.0184,0.0636,0.0894,0.0759,0.0196,0.0122
1531,39,3.4615384615384617,0.8839550430981337,0.01,829.97,1,39.0,0.0,13,0.0833,0.0694,0.0278,0.0556,0.1667,0.0139,0.0,0.1111,0.0,0.0,0.125,0.0417,0.0,0.0278,0.1389,0.125,0.0139,0.0
1532,126,4.095238095238095,1.3589912225092342,0.95,829.03,2,63.0,0.0,16,0.0348,0.0261,0.0261,0.0435,0.313,0.0391,0.0043,0.2783,0.0087,0.0,0.0217,0.013,0.013,0.0609,0.0261,0.0565,0.0348,0.0
1533,75,3.84,0.8859259928825121,0.06,829.93,1,75.0,0.0,17,0.1045,0.0373,0.0299,0.0149,0.1716,0.0149,0.0,0.194,0.0075,0.0149,0.0597,0.0149,0.0149,0.0522,0.0896,0.1493,0.0224,0.0075
1534,21,3.619047619047619,1.2835961388299078,0.04,829.95,1,21.0,0.0,8,0.0606,0.0,0.0,0.0,0.1212,0.0303,0.0,0.5758,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0909,0.0606,0.0303
1535,29,3.896551724137931,1.4722390039423163,0.0,829.98,1,29.0,0.0,12,0.0,0.0185,0.0,0.0556,0.4444,0.037,0.0,0.2037,0.037,0.0,0.0185,0.0,0.0,0.037,0.037,0.037,0.0556,0.0185
1536,36,4.222222222222222,1.1240516284815674,0.02,829.96,1,36.0,0.0,13,0.1125,0.0625,0.0,0.05,0.2,0.025,0.0,0.1375,0.1,0.0,0.0875,0.0,0.0,0.05,0.0625,0.0375,0.05,0.025
1537,38,3.763157894736842,1.1254839325834713,0.03,829.96,1,38.0,0.0,10,0.2083,0.0833,0.0,0.0,0.1389,0.0,0.0278,0.2083,0.0,0.0,0.0278,0.0,0.0,0.0278,0.0556,0.1944,0.0278,0.0
1538,93,3.989247311827957,0.7297203701465552,154.05,675.94,4,23.25,0.0,16,0.099,0.0885,0.0417,0.0521,0.2812,0.026,0.0,0.1094,0.0208,0.0,0.0208,0.026,0.0104,0.0625,0.099,0.026,0.026,0.0104
1539,27,4.37037037037037,0.6292943635623921,77.01,752.98,2,13.5,0.0,12,0.0392,0.0392,0.0,0.0,0.0392,0.0784,0.0,0.1961,0.0,0.1569,0.0588,0.0,0.098,0.0784,0.0196,0.1569,0.0392,0.0
1540,118,3.805084745762712,0.6028206431431389,10.24,819.75,4,29.5,0.0,17,0.0786,0.0643,0.0321,0.0393,0.1214,0.0357,0.0071,0.1393,0.05,0.0607,0.0107,0.0643,0.0321,0.0607,0.0679,0.0929,0.0429,0.0
1541,26,4.423076923076923,0.8086075400626399,5.04,824.95,2,13.0,0.7692,14,0.1167,0.05,0.0,0.0,0.0667,0.0667,0.0,0.25,0.0,0.0167,0.0667,0.0167,0.0333,0.0333,0.0667,0.1,0.0833,0.0333
1542,293,3.6723549488054608,0.9373272901832866,0.06,829.94,1,293.0,0.0,18,0.1924,0.0802,0.0321,0.0408,0.0918,0.0452,0.0015,0.1487,0.0277,0.0015,0.0102,0.0146,0.0117,0.0612,0.0933,0.1064,0.0292,0.0117
1543,173,3.46242774566474,0.9118272618784613,0.1,829.9,1,173.0,0.0,17,0.1777,0.0664,0.0308,0.0355,0.1517,0.0332,0.0,0.0995,0.0095,0.0095,0.0284,0.0213,0.0308,0.045,0.0687,0.1777,0.0095,0.0047
1544,165,3.690909090909091,1.0454208034659012,0.02,829.98,1,165.0,0.0,18,0.129,0.0762,0.0323,0.0264,0.1701,0.0205,0.0029,0.1525,0.0059,0.0088,0.0264,0.0147,0.0117,0.0352,0.1642,0.1026,0.0176,0.0029
1545,217,3.1013824884792625,0.8600430255533952,8.91,821.1,2,108.5,0.0,18,0.1527,0.0794,0.0143,0.0244,0.0713,0.0285,0.0102,0.165,0.0122,0.0081,0.0244,0.0163,0.0224,0.0468,0.1303,0.057,0.0998,0.0367
1546,342,3.754385964912281,1.0463852330154608,711.37,118.64,30,11.4,0.0468,18,0.1171,0.0443,0.0186,0.0286,0.2271,0.05,0.0029,0.1986,0.0157,0.0029,0.0071,0.0157,0.0257,0.0657,0.0286,0.1143,0.0257,0.0114
1547,134,3.9328358208955225,0.9825374637027312,412.95,417.06,4,33.5,0.0,17,0.0875,0.0532,0.0038,0.0152,0.1635,0.019,0.0,0.251,0.0114,0.0114,0.0228,0.0152,0.0228,0.0913,0.0646,0.0798,0.0798,0.0076
1548,48,3.5833333333333335,1.3657409076945577,0.01,830.0,1,48.0,0.0,14,0.0732,0.0854,0.0244,0.0,0.1707,0.0366,0.0,0.2561,0.0,0.0244,0.0488,0.0,0.0244,0.0488,0.061,0.0854,0.0488,0.0122
1549,21,3.619047619047619,1.0712698295103096,0.01,830.01,1,21.0,0.0,12,0.098,0.098,0.0,0.0196,0.2353,0.0196,0.0,0.1765,0.0,0.0,0.0392,0.0196,0.0,0.0588,0.1176,0.0588,0.0588,0.0
1550,29,3.9310344827586206,0.9975339050005346,0.01,830.0,1,29.0,0.0,11,0.0588,0.0,0.0,0.0,0.098,0.0588,0.0392,0.3725,0.0,0.0196,0.0,0.0,0.0392,0.0588,0.0196,0.1373,0.098,0.0
1551,166,3.9397590361445785,1.0012040943554998,758.14,71.87,65,2.55,0.1265,17,0.0662,0.0158,0.0,0.0095,0.1546,0.0599,0.0347,0.2461,0.0126,0.0315,0.0158,0.0032,0.0536,0.0852,0.0284,0.1356,0.0442,0.0032
1552,255,3.6862745098039214,1.2718978949020845,1.55,828.47,3,85.0,0.0,18,0.1048,0.0495,0.0229,0.0286,0.1924,0.0495,0.0152,0.221,0.0114,0.0076,0.0095,0.0229,0.0229,0.0648,0.0495,0.0743,0.0419,0.0114
1553,43,3.7209302325581395,1.240690694644929,0.02,830.0,1,43.0,0.0,13,0.0286,0.0286,0.0571,0.1524,0.2476,0.0,0.0,0.1333,0.0286,0.0,0.0,0.0667,0.0,0.1714,0.0286,0.019,0.0286,0.0095
1554,31,3.806451612903226,1.0776318121606492,0.01,830.01,1,31.0,0.0,15,0.1071,0.0119,0.0119,0.0119,0.0476,0.0476,0.0,0.1786,0.0,0.0476,0.0238,0.0119,0.0357,0.0952,0.0476,0.2857,0.0357,0.0
1555,79,4.3544303797468356,0.8921017345046832,0.03,829.99,1,79.0,0.0,16,0.0559,0.028,0.035,0.035,0.1888,0.028,0.007,0.2587,0.0,0.021,0.014,0.007,0.021,0.0769,0.0629,0.1049,0.0559,0.0
1556,345,3.208695652173913,1.0688152442256715,786.04,43.98,54,6.39,0.0957,17,0.1068,0.0568,0.0351,0.0932,0.223,0.0297,0.0,0.1284,0.0243,0.0095,0.0095,0.0378,0.0122,0.0649,0.0568,0.0649,0.0324,0.0149
1557,57,3.982456140350877,1.3159899596633848,91.13,737.97,4,14.25,0.0,15,0.0714,0.1357,0.0429,0.0929,0.1571,0.0143,0.0,0.0643,0.1571,0.0,0.0929,0.0286,0.0071,0.0357,0.0714,0.0214,0.0071,0.0
1558,26,4.115384615384615,1.0705857490896498,0.0,830.02,1,26.0,0.0,11,0.2941,0.1176,0.0147,0.0,0.0147,0.0,0.0,0.0882,0.0147,0.0,0.0294,0.0,0.0,0.0441,0.2353,0.0882,0.0588,0.0
1559,51,3.588235294117647,0.9833914904703067,0.02,830.01,1,51.0,0.0,16,0.0787,0.063,0.0315,0.0866,0.0866,0.0394,0.0,0.1181,0.0079,0.0315,0.0315,0.0787,0.0551,0.0394,0.1496,0.0787,0.0236,0.0
1560,164,3.4939024390243905,1.2006999554682676,454.29,375.74,4,41.0,0.6341,17,0.2208,0.1065,0.013,0.026,0.1636,0.0182,0.0,0.0779,0.0182,0.0026,0.0312,0.0182,0.0052,0.0857,0.0935,0.0779,0.0286,0.013
1561,161,4.0062111801242235,0.9185375224367394,599.51,230.52,7,23.0,0.4907,16,0.0291,0.0227,0.0421,0.0485,0.2104,0.0162,0.0,0.2977,0.0,0.0065,0.0032,0.0647,0.0227,0.1327,0.0291,0.0388,0.0291,0.0065
1562,38,2.8684210526315788,1.094730687147595,2.17,827.87,2,19.0,0.0,9,0.0299,0.0,0.0,0.0,0.0597,0.0149,0.0,0.0896,0.0,0.0,0.5224,0.0,0.0448,0.0299,0.0448,0.1642,0.0,0.0
1563,84,3.8095238095238093,1.1457221690195678,0.02,830.02,1,84.0,0.0,16,0.0683,0.0497,0.0435,0.0497,0.2236,0.0186,0.0,0.1677,0.0062,0.0186,0.0497,0.0373,0.0248,0.0621,0.0745,0.087,0.0186,0.0
1564,124,3.056451612903226,1.1211377739639135,0.02,830.02,1,124.0,0.0,16,0.3375,0.0812,0.0,0.0094,0.1,0.075,0.0,0.0625,0.0156,0.0031,0.0094,0.0031,0.0062,0.0469,0.0688,0.15,0.0219,0.0094
1565,47,3.74468085106383,0.8200764838769342,0.01,830.03,1,47.0,0.0,13,0.0,0.0,0.012,0.0241,0.5301,0.0361,0.0,0.1446,0.012,0.0,0.012,0.012,0.012,0.1566,0.012,0.0241,0.012,0.0
1566,24,3.5,1.4446302370292303,0.01,830.03,1,24.0,0.0,11,0.2353,0.0392,0.0,0.0196,0.098,0.0588,0.0,0.2941,0.0,0.0,0.0,0.0196,0.0,0.0196,0.0392,0.0392,0.1373,0.0
1567,100,3.89,0.9836542876314613,0.02,830.03,1,100.0,0.0,16,0.1156,0.0711,0.0089,0.0044,0.0444,0.04,0.0,0.2178,0.0178,0.0711,0.0133,0.0,0.0311,0.0267,0.1822,0.1067,0.0444,0.0044
1568,28,4.0,0.6666666666666669,0.01,830.04,1,28.0,0.0,12,0.0385,0.0192,0.0962,0.1346,0.2692,0.0,0.0192,0.1154,0.0,0.0,0.0192,0.0192,0.0,0.1154,0.0577,0.0962,0.0,0.0
1569,90,4.588888888888889,0.6852284855456944,0.02,830.04,1,90.0,0.0,13,0.0338,0.0135,0.0,0.0068,0.0811,0.0473,0.0,0.5811,0.0,0.0,0.0,0.0135,0.0068,0.0811,0.0068,0.0203,0.1014,0.0068
1570,66,3.5454545454545454,1.0696055086133127,0.01,830.05,1,66.0,0.0,15,0.0539,0.018,0.0,0.006,0.0299,0.0898,0.0,0.1737,0.0,0.1138,0.012,0.006,0.2036,0.0419,0.024,0.1856,0.0359,0.006
1571,153,3.947712418300654,0.705158153902955,0.03,830.03,1,153.0,0.0,18,0.1101,0.0398,0.0031,0.0153,0.208,0.0734,0.0031,0.2599,0.0122,0.0031,0.0031,0.0031,0.0153,0.0826,0.0306,0.107,0.0275,0.0031
1572,45,3.1777777777777776,1.1137342772870198,0.03,830.04,1,45.0,0.0,12,0.08,0.04,0.0,0.0133,0.1867,0.04,0.0,0.2133,0.0,0.0,0.0933,0.0,0.0267,0.0267,0.04,0.2133,0.0267,0.0
1573,29,3.689655172413793,1.1052940228044714,0.01,830.06,1,29.0,0.0,12,0.0465,0.0,0.0465,0.0698,0.6047,0.0233,0.0,0.0465,0.0,0.0,0.0233,0.0233,0.0,0.0233,0.0465,0.0233,0.0233,0.0
1574,52,3.5961538461538463,1.3898739593668532,0.01,830.05,1,52.0,0.0,15,0.0379,0.0455,0.1667,0.1667,0.2045,0.0303,0.0,0.0606,0.0303,0.0076,0.0303,0.0909,0.0,0.0606,0.0303,0.0227,0.0152,0.0
1575,54,3.8703703703703702,0.8477783685164353,0.02,830.05,1,54.0,0.0,15,0.2971,0.0725,0.0072,0.0145,0.0507,0.0725,0.0,0.1449,0.0507,0.0,0.0217,0.0072,0.0,0.0435,0.087,0.0507,0.0652,0.0145
1576,48,3.875,1.1036689296990194,0.01,830.06,1,48.0,0.0,12,0.0531,0.0177,0.0088,0.0088,0.2035,0.0088,0.0,0.1681,0.0,0.0,0.0,0.0265,0.0265,0.3894,0.0,0.0708,0.0177,0.0
1577,125,4.104,0.7601358112948655,0.07,829.99,1,125.0,0.0,18,0.085,0.0486,0.0243,0.0324,0.17,0.0162,0.0081,0.2105,0.0081,0.0121,0.0445,0.0081,0.0162,0.1012,0.0931,0.0931,0.0243,0.004
1578,31,4.161290322580645,1.098385912556796,0.01,830.07,1,31.0,0.0,12,0.3253,0.0723,0.0,0.0,0.0602,0.0241,0.0,0.1084,0.0241,0.0,0.0361,0.0,0.0,0.0241,0.0964,0.1325,0.0843,0.012
1579,765,3.4496732026143793,0.8930449839316403,820.46,9.62,59,12.97,0.1869,18,0.1303,0.052,0.0196,0.0324,0.1749,0.0446,0.0095,0.2059,0.0128,0.0068,0.0284,0.0203,0.0169,0.0574,0.0587,0.0912,0.0311,0.0074
1580,37,3.5405405405405403,0.802585910756066,0.01,830.07,1,37.0,0.0,13,0.0805,0.023,0.0,0.0,0.069,0.0575,0.0,0.1264,0.0,0.0345,0.1034,0.0345,0.1034,0.1264,0.069,0.1494,0.023,0.0
1581,41,3.2195121951219514,1.1939890100405282,0.04,829.9,1,41.0,0.0,14,0.0595,0.0,0.0476,0.0714,0.3214,0.0357,0.0,0.1667,0.0,0.0119,0.0238,0.0119,0.0238,0.119,0.0238,0.0714,0.0119,0.0
1582,22,3.6363636363636362,1.1358007263790995,0.01,830.06,1,22.0,0.0,10,0.2,0.05,0.0,0.0,0.225,0.05,0.0,0.15,0.0,0.0,0.075,0.0,0.025,0.1,0.0,0.1,0.025,0.0
1583,52,3.730769230769231,1.1395799813688603,0.01,830.07,1,52.0,0.0,16,0.1,0.0667,0.0111,0.0111,0.1556,0.0,0.0,0.2111,0.0667,0.0111,0.0778,0.0111,0.0111,0.0333,0.1,0.1111,0.0111,0.0111
1584,461,3.3253796095444685,1.1750976449421322,357.41,472.67,12,38.42,0.1692,18,0.1552,0.0596,0.0247,0.0236,0.2035,0.0493,0.0164,0.1305,0.0113,0.0062,0.0247,0.0421,0.0154,0.0473,0.0647,0.1017,0.0195,0.0041
1585,112,3.607142857142857,0.989650432934771,1.08,829.0,2,56.0,0.0,16,0.1369,0.0684,0.0076,0.0076,0.1939,0.076,0.0,0.1901,0.0076,0.0114,0.0076,0.0076,0.019,0.1141,0.0304,0.076,0.0456,0.0
1586,415,4.424096385542168,0.7635396786866631,0.04,830.04,1,415.0,0.0,17,0.1101,0.0942,0.0434,0.0667,0.1608,0.037,0.0,0.1005,0.037,0.0138,0.0243,0.0614,0.0116,0.0466,0.0656,0.0603,0.0444,0.0222
